GO_ID	GO_name	Selaginella_moellendorffii	Adiantum_capillusveneris	Ceratopteris_richardii	Cycas_panzhihuaensis	Torreya_grandis	Taxus_wallichiana	Amborella_trichopoda	Annona_cherimola	Dioscorea_zingiberensis	Elaeis_guineensis	Oryza_sativa	Setaria_italica	Sorghum_bicolor	Zea_mays	Nelumbo_nucifera	Vitis_vinifera	Arabidopsis_thaliana	Theobroma_cacao	Populus_trichocarpa	Glycine_max	Prunus_mume	Malus_domestica	Rhododendron_simsii	Helianthus_annuus	Daucus_carota	Coffea_arabica	Solanum_lycopersicum	Beta_vulgaris
GO:0016773	phosphotransferase activity, alcohol group as acceptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046914	transition metal ion binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008194	UDP-glycosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004674	protein serine/threonine kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016772	transferase activity, transferring phosphorus-containing groups	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0080043	quercetin 3-O-glucosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043168	anion binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0080044	quercetin 7-O-glucosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035251	UDP-glucosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046872	metal ion binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043531	ADP binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009607	response to biotic stimulus	0	0	0	0	1.133593608	0	0	0	0	0	0	0	0	0	0	0	1.534136061	0	0	0	0	0	0	0	0	0	0	0
GO:0009617	response to bacterium	0	0	0	0	0	0	0	0	0	0	1.57957223	0	0	1.241391269	0	0	1.346498026	0	0	1.358087407	0	0	0	0	0	0	0	0
GO:0009620	response to fungus	3.01852322	0	1.831650754	0	6.853520743	0	0	0	0	0	0	0	0	0	0	0	1.792403955	0	0	1.828472984	0	0	0	1.324915815	0	0	0	0
GO:0032553	ribonucleotide binding	4.216703616	1.455709605	1.427907626	0	0	0	1.768444326	0	0	1.205342303	0	0	0	0	0	0	4.000166477	0	0	1.295827859	0	0	2.188336477	0	1.454708076	0	1.162215556	2.618723988
GO:0097367	carbohydrate derivative binding	4.144440495	1.259240341	1.187655916	0	0	0	1.457050886	0	0	0	0	0	0	0	0	0	3.60344821	0	0	0	0	0	1.58356402	0	0	0	0	2.256445687
GO:0032555	purine ribonucleotide binding	4.84546379	1.833429106	1.7788821	0	0	0	2.061327526	0	0	1.503417814	0	0	0	0	1.305171534	0	4.417198888	0	0	1.828053126	0	0	2.565298829	0	1.841862775	0	1.432922843	3.027662152
GO:0017076	purine nucleotide binding	4.644000085	1.730101731	1.655233174	0	0	0	1.953113448	0	0	1.375169989	0	0	0	0	1.224605267	0	4.232321484	0	0	1.652284958	0	0	2.459545735	0	1.725367524	0	1.343172706	2.907621272
GO:0032559	adenyl ribonucleotide binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030554	adenyl nucleotide binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0036094	small molecule binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000166	nucleotide binding	1.41646641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65956513	0	0	0	0	0	0	0	0	0	0	0
GO:1901265	nucleoside phosphate binding	1.41646641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65956513	0	0	0	0	0	0	0	0	0	0	0
GO:0043169	cation binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007154	cell communication	9.034932213	5.383561476	5.707685401	7.917545391	12.12439164	7.664021169	4.384756436	7.929138504	6.582709775	6.229801404	10.5214316	8.690536067	9.214028041	12.88028575	5.200937953	5.541799827	10.41643911	3.997429168	5.574335253	12.81518361	3.456751748	9.515812125	5.626611651	7.920751572	6.364196358	8.485429145	8.670476807	3.154920482
GO:0046527	glucosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006796	phosphate-containing compound metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006793	phosphorus metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098542	defense response to other organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019748	secondary metabolic process	7.620568208	1.221870196	2.228295622	1.524455294	9.579942137	5.831189195	3.036351081	4.712431061	2.987879507	9.024165544	2.104141384	4.482678139	2.589853712	5.521309154	4.10429569	3.021868463	7.019935997	4.755989928	5.405468414	11.15720841	8.257745499	7.782087891	3.327714089	9.419728771	7.984256697	3.620816875	3.812183935	1.868770547
GO:0048544	recognition of pollen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008037	cell recognition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051213	dioxygenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009875	pollen-pistil interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0023052	signaling	8.44479785	4.457883412	5.437963392	7.090887156	11.41837548	6.520798184	4.302801624	7.567666024	5.690245504	6.101589192	11.39064162	9.829237529	11.13338791	13.48668502	5.955434776	5.891534821	9.355705041	4.21311849	6.84043207	12.39599197	3.123302207	9.019376645	5.768029238	7.622025341	6.064043149	9.746905857	8.381896024	3.36490622
GO:0044419	biological process involved in interspecies interaction between organisms	0	0	0	0	1.105451871	0	0	0	0	0	0	0	0	0	0	0	1.480810316	0	0	0	0	0	0	0	0	0	0	0
GO:0043207	response to external biotic stimulus	0	0	0	0	1.140705511	0	0	0	0	0	0	0	0	0	0	0	1.541863438	0	0	0	0	0	0	0	0	0	0	0
GO:0051707	response to other organism	0	0	0	0	1.140705511	0	0	0	0	0	0	0	0	0	0	0	1.541863438	0	0	0	0	0	0	0	0	0	0	0
GO:0016757	glycosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007165	signal transduction	8.860717748	4.905902168	5.949131176	6.986226481	11.19788824	6.580670682	4.638668033	7.591589787	5.792204838	6.106593949	11.81507259	10.43464866	11.84383696	13.97069792	5.809415404	5.897307002	9.511191278	4.173410118	6.907182523	13.22719471	3.21124092	8.813551909	5.912431311	7.896530346	6.421999607	9.784528755	8.604521146	3.541833527
GO:0004364	glutathione transferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008202	steroid metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009407	toxin catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009404	toxin metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683239115	2.538699573	2.356137569	0	2.150086391	0	0	0	0
GO:0009751	response to salicylic acid	5.527602205	3.47687169	1.624496775	0	0	0	0	0	2.713939839	6.02262157	5.031017296	5.798251583	5.588595062	6.848794208	2.342025259	2.36189352	4.742666733	2.55525136	1.94579749	7.391382774	2.242501592	3.677595917	2.582466619	2.655859997	3.748370971	2.443043547	4.229841583	3.431257219
GO:0009605	response to external stimulus	0	0	0	0	1.411263878	0	0	0	0	0	0	0	0	0	0	0	3.196816292	0	0	0	0	0	0	0	0	0	0	0
GO:0006749	glutathione metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016125	sterol metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042742	defense response to bacterium	1.967123445	0	0	0	1.160209554	0	0	0	0	0	1.348082832	0	0	1.483914388	0	0	1.678811701	0	0	2.271700487	0	0	0	1.443122466	0	0	1.401862259	0
GO:0016758	hexosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016706	2-oxoglutarate-dependent dioxygenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0014070	response to organic cyclic compound	3.11651985	4.003888793	1.925036193	0	0	0	0	0	0	3.27110867	2.073600671	2.85844499	2.355734324	3.152331339	1.414390599	1.89369676	3.489865782	1.305494142	0	3.66239811	1.580495604	2.05E+00	0	0	2.695497589	1.948006315	3.321682812	2.49982989
GO:0051716	cellular response to stimulus	6.142797933	3.382880059	5.423048849	4.540654179	4.997808087	3.956331594	3.285736584	5.369960058	4.916934116	5.68622488	8.246963355	8.192722419	7.794887979	9.780990423	3.657692446	4.499462046	10.5016128	3.801284297	5.533862047	8.417581866	2.998785169	8.647879403	4.740037011	7.70872738	4.19237404	5.804045379	6.136520377	2.391823902
GO:0009812	flavonoid metabolic process	7.089949555	11.47719101	7.984445345	5.049504007	1.468232007	2.842560837	2.106921734	3.893659242	2.577448038	7.089140705	1.828849565	2.695848707	2.206425058	6.707439581	7.167353348	5.785356215	5.349292852	3.392951016	5.288173029	6.886208606	4.063667143	7.805794603	4.991296229	7.04803198	5.358202535	4.338680692	2.870298904	0
GO:0005576	extracellular region	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009813	flavonoid biosynthetic process	0	2.847133634	0	0	0	0	0	1.269045389	0	3.373808289	0	0	0	3.636944328	3.869028111	3.889665235	4.139169467	1.867785087	2.961590954	4.308455286	3.829835542	5.850943665	2.07682716	4.301709112	3.722989737	0	1.532114311	0
GO:0005516	calmodulin binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006464	cellular protein modification process	5.954635245	3.583957065	11.96573857	5.266788652	2.38460802	8.306836894	4.817265506	5.212426866	3.16331636	1.554638528	3.051382642	2.745239648	5.141293618	2.986176493	2.142101727	1.617182958	13.17592215	3.105580468	3.406081635	3.050673979	2.536982003	4.311790271	3.49387658	2.371888775	0	8.250973595	3.999110791	4.531456925
GO:0036211	protein modification process	5.954635245	3.583957065	11.96573857	5.266788652	2.38460802	8.306836894	4.817265506	5.212426866	3.16331636	1.554638528	3.051382642	2.745239648	5.141293618	2.986176493	2.142101727	1.617182958	13.17592215	3.105580468	3.406081635	3.050673979	2.536982003	4.311790271	3.49387658	2.371888775	0	8.250973595	3.999110791	4.531456925
GO:0002376	immune system process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071310	cellular response to organic substance	14.5809856	12.28387956	12.62261088	11.93510337	23.12805337	13.05432085	8.349001877	12.69526844	11.94089529	13.98431184	20.99804462	24.73757864	24.12117187	27.33172257	13.07827872	14.99221883	18.25778451	9.64785191	17.99469593	26.84208806	10.30165848	25.74494087	14.27012771	20.66942373	11.42912799	22.36259309	16.38020145	7.328287456
GO:0002682	regulation of immune system process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.277284041	0	0	0	0	0	0	1.421967689	0	0	0	0
GO:0009856	pollination	0	0	3.192309601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044706	multi-multicellular organism process	0	0	3.192309601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006575	cellular modified amino acid metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070887	cellular response to chemical stimulus	15.20776121	10.39624653	12.20142696	11.09457686	18.57275075	12.11947297	7.095535072	9.224070463	11.10451732	14.2696765	16.74839279	19.46736711	17.17945321	23.49216358	11.38544008	11.44853926	17.87583243	9.326109128	14.34087803	24.22336822	9.226100692	24.29026171	11.05503019	20.55593038	10.66289991	16.22155648	13.77253845	6.144673308
GO:0044550	secondary metabolite biosynthetic process	3.137895746	1.575534778	0	0	4.752174184	4.909228665	3.092015603	2.974975229	3.316672593	6.993246276	0	4.311754178	0	2.220329234	6.189465795	2.296812418	6.480706967	2.755439755	5.280189251	6.590781895	5.108579102	5.105824291	3.209498699	2.310247168	3.088240288	1.816230329	1.224625869	1.231365027
GO:0050896	response to stimulus	4.936381484	1.364891913	2.668816542	2.048101091	4.260095295	4.420840189	1.45393746	2.815822104	2.041987774	2.685079145	2.901095167	2.400094425	2.784017668	5.16674777	1.768455232	2.20732067	8.4989646	1.449232389	2.204252496	4.364313365	1.404982178	6.495259711	2.752679401	3.854660017	2.575677855	2.49150453	2.725155094	2.042381445
GO:0010268	brassinosteroid homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042221	response to chemical	12.39577768	4.90089148	7.276064275	7.580447139	8.090414271	6.839665767	4.710769776	6.080358977	8.640327268	10.6866201	15.10596118	12.27047673	12.71734767	21.34634576	7.257245003	5.693197819	17.65219589	5.511506213	8.919241676	16.3913794	4.941570463	19.78065254	6.632526813	13.49766507	8.173930927	13.73320864	10.25048311	6.456068585
GO:0050832	defense response to fungus	0	0	0	0	4.878355955	0	0	0	1.960007995	2.131862068	1.173888457	0	0	0	0	0	1.293087301	0	0	3.325726712	1.337026739	0	0	1.705849351	0	1.765700671	0	1.805454236
GO:0140096	catalytic activity, acting on a protein	0	1.205186595	1.46131876	0	0	0	0	0	0	0	0	0	0	0	0	0	5.85396702	0	0	0	0	0	0	0	0	2.003863424	0	0
GO:0016128	phytosteroid metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016131	brassinosteroid metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901700	response to oxygen-containing compound	16.66061415	6.012350037	7.075813596	9.493758436	10.83740668	8.192251068	3.563405288	4.885281499	6.450257955	8.869385267	10.43006328	9.238313081	8.914575976	17.16023269	4.932935787	5.446205376	10.59870262	4.565135143	5.6380832	10.56668771	3.432901556	10.72060929	5.055246	8.071563103	4.65599316	11.04424667	7.049162936	4.989222209
GO:0009636	response to toxic substance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006955	immune response	0	0	0	0	2.000314473	0	0	0	0	0	0	0	0	0	0	0	2.710729699	0	0	0	0	0	0	0	0	0	0	0
GO:0006950	response to stress	2.043141175	1.450295966	1.722999518	1.408477452	2.791816958	2.452623231	0.967190933	1.850944767	1.686083763	1.709513842	0	0	0.927384781	1.657202566	0.95971401	1.038458945	5.450001134	1.534914659	1.633503557	3.147798994	1.204842481	2.597678285	2.14936761	2.561807289	1.643091582	2.292300911	1.624082102	1.413688439
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009699	phenylpropanoid biosynthetic process	0	0	0	0	3.940091039	4.176603881	2.051782748	2.152395275	2.845162204	5.001760754	0	2.39020699	0	1.453955593	5.017438198	1.296445533	3.683034216	2.206820863	3.26326084	1.592528955	3.310688418	2.987164914	1.444583962	0	1.489598658	0	0	0
GO:0098754	detoxification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043412	macromolecule modification	0	0	4.141546953	1.04758829	0	2.531673979	2.240294841	2.679989936	1.192523023	0	1.405383244	1.032387555	2.733798535	1.211386861	0	0	8.382295945	1.310308783	1.479466955	0	0	0	1.558098988	0	0	4.052532131	1.786090403	2.312671038
GO:0009698	phenylpropanoid metabolic process	0	0	0	0	5.073456343	4.008831369	2.270856132	2.314739593	2.632598272	6.7378974	0	2.673084178	0	2.157078073	4.786382165	1.53040661	3.876367836	2.049659949	3.519936678	2.781150211	3.475841833	2.785563095	1.391871448	0	1.346922987	1.718485411	0	0
GO:0005886	plasma membrane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015020	glucuronosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009686	gibberellin biosynthetic process	1.622189495	0	0	0	0	0	0	2.221701461	1.561646712	3.443880817	2.665187374	3.046363582	5.365624886	3.463106351	2.400625306	2.590525766	2.863220963	2.269685837	0	6.605238816	2.237351252	4.28E+00	3.550723238	4.45351964	2.014070881	2.485934212	3.539779262	2.12392935
GO:0009685	gibberellin metabolic process	1.622189495	0	0	0	0	0	0	2.190993319	1.561646712	3.443880817	2.665187374	3.046363582	5.365624886	3.463106351	2.287977773	2.495054588	2.741442902	2.168879133	0	6.422824274	2.155449176	4.16E+00	3.487609438	4.398914454	2.014070881	2.420080389	3.48162522	2.007688225
GO:1901615	organic hydroxy compound metabolic process	0	0	0	0	0	0	1.488627852	0	0	1.569643045	0	0	0	0	0	1.630226226	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901701	cellular response to oxygen-containing compound	9.387189882	4.955690417	3.703192959	5.395365328	12.07906539	4.497222054	2.578314331	3.851410715	5.302988364	5.933770804	8.741822133	8.942211875	7.517359611	11.23920383	4.552086228	6.479197726	8.791222094	3.086206426	5.378415235	10.25272199	3.895332618	9.231497394	4.281636242	7.55741154	2.88347107	6.082489633	5.660894909	2.825573618
GO:0042445	hormone metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0002237	response to molecule of bacterial origin	0	0	0	0	0	0	0	0	0	0	0	0	0	1.202182626	1.496201773	0	0	0	1.835671151	1.600874128	2.565933902	1.387091232	0	0	1.72217421	0	1.226482608	0
GO:0120178	steroid hormone biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016129	phytosteroid biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016132	brassinosteroid biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050734	hydroxycinnamoyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0055088	lipid homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006721	terpenoid metabolic process	0	0	0	0	0	0	0	0	0	2.108559736	0	0	1.898297872	0	0	0	0	0	0	2.731254235	0	0	0	0	0	0	1.856590251	0
GO:0045087	innate immune response	0	0	0	0	2.937476502	1.426696382	0	0	0	0	0	0	0	0	0	0	2.982828206	0	1.513938362	0	0	0	1.379837713	0	1.417350701	0	0	0
GO:0016711	flavonoid 3'-monooxygenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030247	polysaccharide binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031347	regulation of defense response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009805	coumarin biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0047893	flavonol 3-O-glucosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006720	isoprenoid metabolic process	0	0	0	0	0	0	0	0	0	1.389251249	0	0	1.248153954	0	0	0	0	0	0	1.78496172	0	0	0	0	0	0	1.22187378	0
GO:0009963	positive regulation of flavonoid biosynthetic process	3.033115484	2.962574346	2.079481238	3.769159767	4.795997934	8.749183465	0	7.006144277	3.179224181	9.545045517	0	5.153521161	3.858819457	6.541357185	8.067886546	5.40328211	5.618507995	5.447363733	7.545005514	11.64483004	2.572163144	6.66E+00	5.48837414	8.61652237	7.905111792	10.1203896	4.523890783	0
GO:0006694	steroid biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009962	regulation of flavonoid biosynthetic process	2.456886269	2.02229806	1.25103012	6.409370965	4.813283366	7.629721551	2.818923539	5.487937676	2.80475958	8.082893965	0	2.609202773	1.560326318	4.819778554	9.943589017	7.831147449	5.867187756	5.413349937	8.900264484	14.05517803	6.940246743	13.73054578	6.068995029	9.502137127	7.998058083	6.526304862	5.216909382	0
GO:0102425	myricetin 3-O-glucosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0102360	daphnetin 3-O-glucosyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007166	cell surface receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0080134	regulation of response to stress	1.742132087	1.178773606	0	1.458515897	1.553007767	0	1.883296882	0	2.103377594	1.578563331	2.053144895	1.809262633	1.542089692	1.690010377	1.595252754	0	2.338984424	1.840382497	1.425948501	2.813088624	0	0	2.148045083	2.810005692	1.426611766	1.918409736	0	0
GO:0071944	cell periphery	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009804	coumarin metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016102	diterpenoid biosynthetic process	1.473413544	0	0	0	0	0	0	0	0	2.468353371	1.433998492	1.725413322	3.200679692	2.0983054	1.625905596	0	1.468420252	0	0	4.92672572	1.452631937	2.631098959	1.388460749	1.613007635	1.229796892	0	2.129963711	1.397401997
GO:0001653	peptide receptor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042446	hormone biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044267	cellular protein metabolic process	2.206281919	0	4.962108107	1.504177733	0	3.635075746	1.875432621	1.833862438	0	0	0	0	1.334198261	0	0	0	3.764924724	1.447735018	0	0	0	0	1.431521513	0	0	3.100032058	0	1.649846672
GO:0016101	diterpenoid metabolic process	1.366861841	0	0	0	0	0	0	0	0	2.355889536	1.386528233	1.668398661	3.10984762	1.970492719	1.490183454	0	1.365539109	0	0	4.502856545	1.35478323	2.408266834	0	1.504453822	0	0	2.033768659	1.299511472
GO:1900750	oligopeptide binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043295	glutathione binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
