# The GO term enrichments of genes in TD-derived families. The significance level is shown as negative log10(FDR). When the significance level is greater than 300, it is set as 300. The TD- and WGD-derived families are distinguished by blue and red backgrounds.

GO_ID	GO_name	Selaginella_moellendorffii	Adiantum_capillus-veneris	Ceratopteris_richardii	Cycas_panzhihuaensis	Torreya_grandis	Taxus_wallichiana	Amborella_trichopoda	Annona_cherimola	Dioscorea_zingiberensis	Elaeis_guineensis	Oryza_sativa	Setaria_italica	Sorghum_bicolor	Zea_mays	Nelumbo_nucifera	Vitis_vinifera	Arabidopsis_thaliana	Theobroma_cacao	Populus_trichocarpa	Glycine_max	Prunus_mume	Malus_domestica	Rhododendron_simsii	Helianthus_annuus	Daucus_carota	Coffea_arabica	Solanum_lycopersicum	Beta_vulgaris
GO:0004674	protein serine/threonine kinase activity	21.56058724	46.61061151	46.62929971	46.4252746	52.10870202	45.21577767	24.3888254	63.69248243	61.95607937	72.31664302	62.7815214	62.89636883	52.23141906	58.88374757	69.67275008	52.55941402	61.39595225	64.04999086	139.6812061	147.3698035	72.92282504	109.602481	102.0404155	110.3194203	65.85105834	96.98403795	42.75430051	59.63200604
GO:0016772	transferase activity, transferring phosphorus-containing groups	9.071273418	31.82334209	40.07145018	35.32550321	42.76238894	36.28057339	21.85270913	47.47875865	56.78343016	78.76447731	79.23010674	77.81142845	64.25511256	66.4904786	70.50524518	50.15810964	74.66120496	74.17847106	128.6275129	133.743061	72.89759772	105.8637529	92.42974998	88.87492053	70.22643836	104.3612401	50.47181387	54.96964136
GO:0080043	quercetin 3-O-glucosyltransferase activity	116.7829122	92.57579336	80.12896669	42.9320027	61.56455063	42.62983748	44.64194177	84.82218025	58.11318021	45.45646498	65.19833966	74.30931306	70.32487153	75.12016417	36.21634406	64.81672565	51.18094686	48.61094216	75.98331425	82.30725203	59.22345087	70.30782778	19.73635696	90.12428526	38.84017527	105.640144	57.08404148	45.11075548
GO:0043168	anion binding	1.757833014	5.318473913	19.98902142	13.75521819	74.32388593	33.58702505	21.41397604	27.85555231	93.2749974	53.15698886	94.95862377	74.12136583	62.98266332	18.48458244	49.48456674	71.6036293	65.05277361	62.56103283	96.65305868	112.3222016	98.40503285	138.9693959	45.76792121	66.93776588	23.48429238	237.254564	40.73406976	26.47497017
GO:0080044	quercetin 7-O-glucosyltransferase activity	117.3126157	92.0570911	80.12896669	42.26794206	63.2217529	39.04881502	43.78441822	79.79635466	51.40401023	39.85435796	59.69817503	69.51406839	64.39789826	72.12696245	30.45262797	59.54903336	43.88287868	37.11610981	68.49786375	68.08416108	51.83175977	61.9824911	15.83664202	82.02622037	29.87124734	95.22487995	45.35613964	38.87637587
GO:0035251	UDP-glucosyltransferase activity	108.8422288	80.33683452	64.01366031	44.94021511	57.69161409	37.05102251	42.97049095	70.05631574	49.86257299	34.87842249	56.89975972	65.49881564	65.83310435	57.1777974	22.41364669	50.05851699	48.31721253	42.77933625	68.22889027	82.45751872	54.43369903	58.92286705	21.83219765	78.23315263	33.77031772	87.79678004	52.08669956	44.21485921
GO:0046872	metal ion binding	54.86977336	42.31680939	49.09033731	34.13809123	85.33047668	105.8781815	37.61284213	117.0518	30.49443851	32.16493054	54.3671709	61.80495718	58.2524779	67.65925916	31.64825806	41.38485262	66.39615584	36.1781129	46.23263419	60.15186186	22.04786581	47.80323558	31.98130977	108.2613792	57.90521355	68.56356162	44.41574176	35.57385752
GO:0043531	ADP binding	6.547088019	21.83966953	55.35654668	60.08451931	207.6229961	134.8827621	71.01387672	116.5577412	190.8958038	128.3382688	206.5049144	178.7663801	155.4646441	80.62396599	116.1480842	163.8528997	127.6397126	140.4520892	198.0270394	271.8071442	179.7719862	274.2940122	112.7387952	189.9088594	88.5854228	300	109.299694	66.46231636
GO:0009607	response to biotic stimulus	22.56662355	14.10347199	28.36212622	35.95507141	79.65591496	61.9093158	25.3396272	40.61294403	34.38977631	24.58497644	57.99058287	52.91261188	38.72045218	35.52528516	21.79345301	30.14911968	36.45792471	24.09890771	35.73186826	47.24697251	43.92091394	74.23624623	24.6440519	32.38103849	16.82318515	96.20470984	30.61410786	23.46847351
GO:0009617	response to bacterium	4.182370733	6.244858052	17.91923582	24.24108259	82.30791301	50.96924012	18.530764	20.64685772	23.24664776	17.49439152	48.38687798	44.75007832	32.94394455	32.84792956	15.77841499	22.466232	24.790746	18.2943621	40.28703985	42.93283756	37.65865045	50.73010294	21.2661736	22.91435086	12.2811016	39.46148565	17.42662299	24.48751959
GO:0009620	response to fungus	44.27421713	20.85217188	38.45957587	32.83934907	70.99455078	50.16558558	11.61567586	3.581265837	19.87443662	17.46662514	25.13920296	27.89345945	16.26545096	19.98507228	15.3598471	24.41642405	14.64115695	17.45070655	36.67990327	48.69930216	46.56736733	58.74125466	8.077367399	19.19370113	18.23971701	29.72013936	18.14744022	17.49705967
GO:0032553	ribonucleotide binding	0	6.496930285	25.88681738	21.22401276	109.3677249	52.19714388	31.18837794	46.28457789	115.9213743	65.90637226	124.7435089	98.76856512	80.38273785	24.4615231	62.03590467	96.79293583	75.25934099	86.41157647	126.2160812	150.79198	123.9623748	176.2876529	61.97529415	98.50205729	39.03529543	298.7800309	56.92026198	35.481998
GO:0097367	carbohydrate derivative binding	0	5.992723024	24.47891403	19.18579113	102.8102174	49.36668794	29.05585778	43.58112505	112.6685576	63.79116387	121.1505703	95.19809653	77.46914034	23.0737347	59.96378288	93.92227008	74.85767881	83.02822669	125.014167	145.7381307	120.0353239	172.7558816	58.11793346	98.26520301	38.06298328	290.9885822	54.87591792	34.01335136
GO:0032555	purine ribonucleotide binding	0	7.414309018	27.76958062	22.97754373	116.996857	58.26718802	33.06046242	50.338121	120.7932559	68.88693757	129.7233172	103.8834723	85.338013	26.29430709	64.91222163	101.7877973	77.61417144	90.08139772	131.3158556	158.5689683	128.1642388	182.5149864	64.98868123	104.1522436	41.6937928	300	59.63509229	37.58714911
GO:0017076	purine nucleotide binding	0	7.169120195	27.12603218	22.49355538	115.764331	57.41058107	32.38171889	49.26541462	119.5225364	67.64457724	128.4267774	102.3907518	83.96932658	25.46734924	64.03996517	100.8408135	76.58158022	89.01378231	129.588262	156.1499439	126.8613751	180.3770009	64.16354742	102.3054069	40.9227152	300	58.76542359	36.98065306
GO:0032559	adenyl ribonucleotide binding	0	10.91318285	33.52417621	29.39812118	131.5732488	66.98937713	39.45328738	59.40176354	134.2557349	80.31866152	142.2861943	115.3470656	96.16782436	33.99583228	75.1151902	114.9963942	87.75478122	101.4408113	148.008577	180.387402	140.7087539	202.2804639	74.61279693	120.3084339	48.70891922	300	69.36673183	44.95144128
GO:0030554	adenyl nucleotide binding	0	10.62187834	32.83329393	28.88645214	130.4890407	66.13706724	38.76494712	58.18672463	133.060167	78.99535382	140.9630759	114.0124932	94.80927075	33.00644545	74.25085619	114.0105287	86.71437425	100.3241791	146.2329412	178.1359564	139.5033069	200.3925713	73.81241699	118.3940731	47.92762649	300	68.50612481	44.36318979
GO:0036094	small molecule binding	0	3.439579041	16.84554806	12.15058601	62.40857054	32.8377538	18.43759083	21.36648064	86.42819688	45.19247298	84.64465471	63.80196466	52.1183179	13.18698272	43.77486938	64.7930422	54.28067546	56.99136495	84.07123383	99.53783862	87.11507314	124.1856052	40.01514035	56.8332341	20.4901188	217.6101438	36.4296176	22.24323943
GO:0000166	nucleotide binding	0	2.50755028	16.41185791	10.7897557	67.00882006	28.37593314	20.13171905	23.13055631	89.52574089	47.49564759	94.59008833	71.22782976	57.648344	14.07801913	46.29806319	71.84820738	56.66862135	62.99071042	94.50952622	110.0031643	96.31393786	137.450747	43.70028842	64.61736514	23.19879459	240.1522861	39.72671542	23.4389643
GO:1901265	nucleoside phosphate binding	0	2.50755028	16.41185791	10.7897557	67.00882006	28.37593314	20.13171905	23.13055631	89.52574089	47.49564759	94.59008833	71.22782976	57.648344	14.07801913	46.29806319	71.84820738	56.66862135	62.99071042	94.50952622	110.0031643	96.31393786	137.450747	43.70028842	64.61736514	23.19879459	240.1522861	39.72671542	23.4389643
GO:0043169	cation binding	52.75501528	41.39275462	47.85783674	33.3749937	83.39779731	103.9257273	36.89776045	115.0369258	29.30040961	31.37808943	52.72253897	60.27803918	56.55483765	65.95220725	30.90454569	40.6020081	65.70292474	35.19020547	44.99405431	58.23900572	21.35168505	46.4797379	31.19630737	105.9386175	56.39974783	66.78652127	43.29884172	34.68180247
GO:0007154	cell communication	5.470413714	7.605351426	18.91263708	25.40339584	66.83088814	44.42342159	20.54106188	32.24343969	31.77394002	32.01013782	40.54994049	41.23361385	26.62063517	24.85180922	45.12385961	39.60063389	48.71789741	43.80562008	95.58852175	76.96081981	73.25792503	89.20902781	24.5911831	73.95510534	27.82654083	71.89709714	30.11382858	27.91865323
GO:0046527	glucosyltransferase activity	101.0941501	74.02548951	57.34412819	36.1466003	40.40815774	29.45800423	37.9408648	61.18695107	43.4657174	29.21290452	50.48638407	57.66926643	58.69443341	51.25145861	18.60211079	43.69997314	41.42021477	36.79158004	60.13025804	70.34759948	47.97510614	52.12744316	18.64875597	66.66112175	28.86928081	76.94430556	45.13091878	38.33451839
GO:0006796	phosphate-containing compound metabolic process	4.392561902	24.10906695	28.38892963	24.86157131	27.88735227	25.04271204	14.02670566	33.16050501	40.14056839	63.26028663	70.68843678	75.95671456	55.95596146	50.10502255	58.19736587	37.11249467	43.98469924	47.03274094	93.07821	91.01828804	48.69879938	68.49898635	74.0664996	63.02326332	39.91657257	88.06493772	29.64691931	39.27668368
GO:0006793	phosphorus metabolic process	4.243921325	23.13657184	27.35035923	23.91297413	26.3681718	23.2232828	14.28071506	33.23686744	38.63228461	61.15294018	69.51907542	76.32669922	55.08671657	50.18819377	57.42983176	36.56860417	42.93900864	46.72746354	91.64604641	87.45996971	46.98534461	66.91832268	72.18099602	66.20229827	39.00907978	86.40325254	30.15362727	39.96585964
GO:0098542	defense response to other organism	31.05353945	18.10741618	33.01146378	38.22447998	93.68060415	80.53985517	29.41190464	46.49170121	39.74431102	29.34613599	68.03654731	63.75846887	46.93141394	44.06205954	25.4546537	40.6598223	38.39221863	28.06942799	42.62000138	53.4183442	51.4443459	88.25200501	27.4773967	42.34982084	18.48958479	110.9330991	31.62740362	24.68195347
GO:0019748	secondary metabolic process	81.35366283	40.91578787	35.03871467	26.93407156	39.1379291	62.2159177	23.31950453	94.74087515	37.32368955	20.95391855	24.35167934	27.98038486	36.12296105	48.71769145	21.88877201	51.07175602	30.36337285	29.95920601	30.88854752	56.48167248	25.14831299	30.42495116	15.4069228	73.87209506	22.73432602	61.99328183	37.22269272	33.96460298
GO:0048544	recognition of pollen	6.648506718	8.852906411	3.417840489	20.68665214	38.98268137	29.3413215	18.69189298	65.30803631	42.38934075	50.2830956	59.04888809	54.92508506	39.94551361	42.69931864	40.89909858	28.48941866	24.45188731	49.54016942	90.82699719	82.46691336	47.07071007	72.84321927	73.74994595	92.17650888	52.52541112	73.80637789	32.92505595	20.4135256
GO:0008037	cell recognition	6.369168339	8.495040234	3.196261025	20.51882836	38.83089348	29.2377036	18.37834174	64.73149475	42.02208744	49.90564171	58.83803529	54.33253449	39.3814719	42.17981133	40.30400125	28.04028988	24.05494517	48.95408139	89.58385359	81.72274952	46.8551983	72.18801007	73.54217539	91.6645233	52.10974148	73.39161106	32.34594973	20.2325954
GO:0051213	dioxygenase activity	61.40173382	14.82370274	16.33318897	64.15444492	67.82409854	74.55718035	24.31601864	28.83074595	33.45206181	37.63089315	18.82273832	27.92200369	29.35554753	34.85611033	36.8840175	37.12537965	48.65204535	32.79821867	40.4068158	91.72420498	42.39725091	61.18579018	25.20668212	68.50927395	48.72946507	77.88361275	59.43535521	29.80099334
GO:0009875	pollen-pistil interaction	5.61837644	7.368990259	2.594672968	13.5823249	34.8824218	25.70521471	16.93603302	57.75279625	39.25598753	47.22581049	54.66949611	50.79920837	36.57416898	35.67759618	37.72205709	26.12674832	20.68267131	47.28418421	85.06665331	76.15972512	43.80475075	67.84355653	70.54705466	87.72086587	47.71962438	68.24042553	29.8611466	18.11029497
GO:0023052	signaling	3.739894583	13.26971298	30.90645179	25.18366818	69.94125526	47.80595551	17.50353157	17.0046632	22.90614573	21.15619994	31.72412894	34.38998436	20.59953156	19.16402325	34.70570905	31.43352856	44.17013222	27.30474808	59.46887967	54.98335662	57.00746153	65.22357761	9.230849198	46.00688586	19.69245592	45.94291278	21.30768831	21.31725316
GO:0044419	biological process involved in interspecies interaction between organisms	22.33456697	13.82655226	28.34519396	35.6806005	79.22712896	61.82065729	25.47006986	40.77379135	34.58221464	24.85550217	57.65940619	52.9469812	38.77994437	35.59164322	21.89183801	30.35714276	37.50951308	24.56308907	36.34612632	49.04226528	44.40762832	74.96093829	25.40926493	33.33651832	17.17970456	96.45640246	31.28566095	24.15810654
GO:0043207	response to external biotic stimulus	22.65151911	14.12093706	28.43212381	36.01019023	79.76342016	62.05626541	25.41775916	40.67941146	34.44891409	24.64583505	58.06440465	53.05050269	38.80930736	35.63125749	21.85167416	30.19860671	36.50670282	24.16939133	35.80374849	47.38781615	43.98754745	74.4192868	24.71944035	32.43820888	16.86967946	96.37065412	30.78384692	23.51798285
GO:0051707	response to other organism	22.65151911	14.12093706	28.43212381	36.01019023	79.76342016	62.05626541	25.41775916	40.67941146	34.44891409	24.64583505	58.06440465	53.05050269	38.80930736	35.63125749	21.85167416	30.19860671	36.50670282	24.16939133	35.80374849	47.38781615	43.98754745	74.4192868	24.71944035	32.43820888	16.86967946	96.37065412	30.78384692	23.51798285
GO:0016757	glycosyltransferase activity	63.05755914	42.99928002	31.76309004	36.82105426	48.90236575	29.0275386	31.09022944	67.31889177	30.60050812	22.07707499	30.89153861	41.02266242	38.30980787	31.20371417	14.27368844	47.34085167	34.05519853	28.54400602	42.76002637	48.40743332	37.92441297	43.07806265	21.92944003	61.04908412	19.03146491	75.99286772	43.05620723	30.81188248
GO:0007165	signal transduction	1.303173516	6.584314664	19.60242656	22.80014969	63.42113567	43.36568339	15.62103349	16.73632452	22.35933739	21.69034176	32.37032879	34.02848086	21.24326975	18.75341584	35.53827457	29.80448791	45.22938819	27.82628366	59.74000646	56.01921789	55.88067429	65.68571208	9.651837572	45.3483725	19.06858233	43.85873303	21.00475532	21.60736444
GO:0004364	glutathione transferase activity	46.65121013	27.59564042	22.52471579	21.29808096	31.87953439	37.18673817	27.4505764	54.61371716	27.71207817	32.5508985	39.41480196	39.5233319	47.77353085	40.74560176	28.00629472	50.90030745	44.18241867	32.3368176	40.28227264	60.22290931	37.97289912	41.0838015	11.8716458	43.77423668	30.81026442	47.79576035	44.33111474	33.72154942
GO:0008202	steroid metabolic process	50.90297236	37.28756409	24.39192266	48.81538978	83.48066277	105.1504169	28.84073561	30.63359951	18.66487577	29.23216353	25.27220825	20.65178715	26.99540534	35.33179165	23.07311195	30.19097269	27.19459555	23.92996639	41.69252935	43.36187192	26.86933074	41.68823054	49.37567392	37.24930637	24.38681892	51.57111206	22.41802112	15.95855245
GO:0009407	toxin catabolic process	48.06608367	28.08784237	19.97048163	19.29313175	34.53606023	32.37016481	25.63521693	55.19772003	29.12151851	29.87813382	41.37906394	40.48590702	46.90399723	40.91981206	26.85029506	51.70321606	39.2851726	34.13299581	40.18122435	53.75754295	35.65857045	37.94933426	10.24019203	39.75682888	28.62100265	52.96843894	42.17379929	31.90028171
GO:0009404	toxin metabolic process	47.68877371	24.29727481	18.97638506	11.16464551	25.32560691	22.16303906	21.85543781	47.42568529	41.49296987	26.11572504	44.01572929	42.85322704	49.95863768	41.27356887	22.56108469	56.5346394	36.13707571	31.9430496	49.54509555	64.25634806	33.08446072	41.99857188	15.78908081	42.40301986	20.63431902	61.88859046	40.69435805	25.6776194
GO:0009751	response to salicylic acid	18.48448175	19.21828272	32.6571723	21.39534959	91.26738771	61.81091788	21.97404662	13.51457334	9.955947518	29.89452642	51.0237608	50.47951136	33.51605701	31.70949443	26.10553483	19.82021807	9.256937808	19.87127807	43.76665343	45.78700707	48.06610347	58.66262252	6.874064546	34.04272013	18.09682154	41.47555503	15.59041024	23.57876717
GO:0009605	response to external stimulus	25.30396712	10.65470472	22.45001556	31.26119654	67.35494683	50.62146911	22.67895762	41.073284	32.22779733	22.23454683	45.27103583	42.62080385	29.93890386	30.20440934	19.09535812	28.23883527	30.85195199	21.81778832	36.41491261	44.32656959	43.80596407	69.00948828	19.38935913	27.02287842	13.56355437	99.54169396	27.30909265	21.70124681
GO:0006749	glutathione metabolic process	41.54950717	26.29920065	20.11098077	18.53810337	29.41985329	34.70298954	22.30945181	50.45917295	27.41014583	29.94632963	38.51749397	38.79573781	47.92388863	36.38137647	25.12482914	50.62303142	41.30489827	30.79987229	37.00623403	55.10385645	35.3111206	35.95385897	11.26174328	41.71607643	29.1316179	48.89683438	42.51868069	31.88894835
GO:0016125	sterol metabolic process	46.25195908	32.46792657	18.02300591	38.47981527	70.92470836	105.5232133	23.28897799	29.66740754	18.09955195	25.73568777	24.34691511	16.66648799	24.44033268	29.14468573	23.75301951	32.63816848	25.19539987	20.69546422	39.67550687	42.24778338	20.68239483	31.49375892	45.00847363	34.97870789	21.28199357	48.83191951	22.61632482	15.768458
GO:0042742	defense response to bacterium	3.476404943	7.42685196	20.81207116	20.71458849	83.01820836	53.25380963	19.36908533	17.71421884	25.42980406	19.85385867	53.07290282	48.69545943	38.54257706	36.93993334	18.3991042	29.53804554	24.72446235	20.6154191	46.25083951	53.49770837	42.51623778	55.3168709	21.14936617	28.75128178	13.89800419	44.99748675	17.66298264	26.4355683
GO:0016758	hexosyltransferase activity	74.60712897	52.4485493	40.85218334	24.09800857	24.08010844	16.85332144	25.60796417	32.30449957	25.33321956	13.93676791	28.07923025	32.37679047	34.65661768	27.83490752	9.109495707	27.63401901	25.67370806	22.78469316	36.8267911	40.84492379	30.9210278	28.67279026	7.681086628	40.80634646	14.36182589	44.50012097	26.72476201	24.56304917
GO:0016706	2-oxoglutarate-dependent dioxygenase activity	16.3906358	9.095828907	12.29521159	30.53086934	17.6534651	13.10422486	17.97788372	28.36035475	28.41482483	30.96507586	18.51102978	21.82427835	25.76103957	26.38122312	33.47386037	33.24090007	34.25007936	29.14018279	34.70200928	72.77845172	34.13471397	44.91079901	18.46298623	45.42135483	39.72530892	43.94253177	44.41923855	28.04642096
GO:0014070	response to organic cyclic compound	17.46221279	18.2601783	30.43878461	24.11915012	75.17604581	57.8585264	23.65731932	7.534380879	8.77672732	24.40549089	41.22255707	39.90480422	24.88863709	25.75818201	21.94564723	16.17206989	8.154868394	14.17669934	35.16599498	36.04793739	40.12149104	57.19813471	8.082890837	23.77998061	13.20609207	40.54711389	12.00092714	18.84921991
GO:0051716	cellular response to stimulus	3.946423579	4.036770684	12.20669187	20.61776889	48.8475936	31.76128951	15.24094988	16.95763093	14.49242525	13.09913454	24.49305174	25.46260047	13.85668022	10.86349465	20.41722802	23.5033859	29.5462578	18.44412169	38.84955259	40.35030642	36.45759145	39.58632593	4.991393496	29.02557498	12.79730222	57.2983397	22.91936233	16.9480688
GO:0009812	flavonoid metabolic process	101.9771014	22.51811415	41.74565509	30.63542067	51.53433187	43.85626332	8.967999794	18.45601612	18.24408279	14.56674292	14.38897827	21.44907008	23.3364946	30.25364324	14.14157134	7.76450139	12.23388093	12.27729532	10.10850026	21.13784598	13.92030843	13.99161578	15.63218399	27.68709349	15.44791351	25.49306856	18.10035163	17.56338192
GO:0005576	extracellular region	14.80936207	19.80662426	18.96916471	3.537571324	8.773076152	12.40727363	5.296022118	12.71749783	34.35925765	41.37796749	31.39715049	20.54441796	25.24528921	21.28503653	35.97675021	29.75639364	20.01334972	46.53580881	67.22918189	57.37697905	24.08870481	48.80996154	50.92904885	60.02263816	21.82007194	34.50825638	9.681710022	22.06747438
GO:0009813	flavonoid biosynthetic process	111.4213464	26.16844276	46.18339621	30.94449808	56.82341254	48.64139424	9.539056016	22.39324601	22.30395844	16.95680638	15.69982441	24.56099711	28.02171882	34.64763979	13.75463737	7.654803166	11.42368318	13.89394342	12.21271708	20.44179597	14.5269442	15.27665705	18.7599959	26.53883023	14.88941928	28.917573	18.06103732	14.26492126
