Dioal.01G000300.1	GO:0004672	GO:1904143	GO:0010027	GO:1902326	GO:0080183	GO:0009414	GO:0009767	GO:0015996	GO:0006468	GO:0080177	GO:0010109	GO:0009507	GO:0006995	GO:0005524	GO:0010287	GO:0031540	GO:1901562	GO:0005886	GO:1902171	GO:0010114	GO:0005515	GO:0004674	GO:0009637																													
Dioal.01G002000.1	GO:0009505	GO:0018279	GO:0008250	GO:0006487	GO:0005515	GO:0005739	GO:0005783	GO:0000325																																												
Dioal.01G002100.1	GO:0006897	GO:0005543	GO:0030125	GO:0005886	GO:0005768	GO:0009504	GO:0005634	GO:0030276																																												
Dioal.01G002300.1	GO:0048316	GO:0008270	GO:0005739																																																	
Dioal.01G002500.1	GO:0009409	GO:0009535	GO:0009534	GO:0003729	GO:0005739	GO:0005783	GO:0008150																																													
Dioal.01G002600.1	GO:0010008	GO:0012505	GO:0006468	GO:0004674	GO:0016301	GO:0051020	GO:0010089	GO:0005768	GO:0005886																																											
Dioal.01G002700.1	GO:0048367	GO:0040007	GO:0050793	GO:0005576	GO:0003674	GO:0009056																																														
Dioal.01G002800.1	GO:0046274	GO:0009699	GO:0006952	GO:0005515	GO:0006979	GO:0009800	GO:0009819	GO:0016841	GO:0010224	GO:0046244	GO:0045548	GO:0005737	GO:0009555	GO:0009611																																						
Dioal.01G002900.1	GO:0045548	GO:0009800	GO:0009699	GO:0016841	GO:0005515	GO:0009611	GO:0006559	GO:0006952	GO:0005737	GO:0006979																																										
Dioal.01G003000.1	GO:0046274	GO:0009699	GO:0006952	GO:0005515	GO:0006979	GO:0009800	GO:0009819	GO:0016841	GO:0010224	GO:0046244	GO:0045548	GO:0005737	GO:0009555	GO:0009611																																						
Dioal.01G003100.1	GO:0016020	GO:0003674	GO:0009507																																																	
Dioal.01G003200.1	GO:0046777	GO:0009931	GO:0004674	GO:0004683	GO:0005634	GO:0018105	GO:0006468	GO:0035556	GO:0005737	GO:0005886	GO:0005516																																									
Dioal.01G003300.1	GO:0005515	GO:0009414	GO:0009409	GO:0009651	GO:0005634	GO:0003700																																														
Dioal.01G003400.1	GO:0005829	GO:0006108	GO:0005737	GO:0005515	GO:0006107	GO:0006734	GO:0005886	GO:0006099	GO:0009536	GO:0030060	GO:0009506																																									
Dioal.01G003500.1	GO:0005886	GO:1901703	GO:0071365	GO:0005634	GO:0005829																																															
Dioal.01G003600.1	GO:0007062	GO:0008278	GO:0007059	GO:0005634	GO:0016887	GO:0003677																																														
Dioal.01G003700.1	GO:0006465	GO:0005739	GO:0004252	GO:0010035	GO:0000325																																															
Dioal.01G003800.1	GO:0005737	GO:0004842	GO:0005634	GO:0010629	GO:0016567																																															
Dioal.01G003900.1	GO:0005634	GO:0009299	GO:0090698	GO:0005739	GO:0009416																																															
Dioal.01G004000.1	GO:0006355	GO:0003677	GO:0005634	GO:0030154	GO:0071695	GO:0003700																																														
Dioal.01G004100.1	GO:0005634	GO:0006468	GO:0004674																																																	
Dioal.01G004200.1	GO:0005768	GO:0005802	GO:0000138	GO:0005794	GO:0005737	GO:0009506	GO:0008150	GO:0003674																																												
Dioal.01G004400.1	GO:0034513	GO:0005730	GO:0005634	GO:0010197	GO:0031120	GO:0001522	GO:0031118	GO:0005739	GO:0090661	GO:0031429	GO:0070034	GO:0015030	GO:0030515																																							
Dioal.01G004500.1	GO:0098849	GO:0042344	GO:0046686	GO:0016756	GO:0046938	GO:0042742	GO:0005829	GO:0046685	GO:0010273	GO:0015446	GO:0010038	GO:0005507	GO:0009507	GO:0009536	GO:0006950	GO:0015700	GO:0052544	GO:0044604	GO:0046870																																	
Dioal.01G004600.1	GO:0016324	GO:0009860	GO:0031225	GO:0009507	GO:0005515	GO:0007165																																														
Dioal.01G004700.1	GO:0009860	GO:0016324	GO:0005634	GO:0005515																																																
Dioal.01G004800.1	GO:0009506	GO:0000325	GO:0003729	GO:0042273	GO:0005783	GO:0005829	GO:0022626	GO:0005730	GO:0022625	GO:0003723	GO:0006412	GO:0005773	GO:0003735	GO:0005737																																						
Dioal.01G004900.1	GO:0003674	GO:0005634	GO:0005886	GO:0040007	GO:0010629	GO:0008104	GO:0010243	GO:0048507																																												
Dioal.01G005000.1	GO:0006468	GO:0004674	GO:0046777	GO:0005634	GO:0007165	GO:0006897	GO:0005737	GO:0016310	GO:0018105	GO:0005739																																										
Dioal.01G005100.1	GO:0009630	GO:0009956	GO:0003700	GO:0005515	GO:0045454	GO:0048364	GO:0043565	GO:0090610	GO:0006355	GO:0008356	GO:0005634	GO:0048366	GO:0051457																																							
Dioal.01G005200.1	GO:0005886	GO:0005524	GO:0071329	GO:0005829	GO:0010114	GO:0022857	GO:0010218																																													
Dioal.01G005300.1	GO:0047496	GO:0003777	GO:0009507	GO:0007018	GO:0005874	GO:0005737	GO:0031535	GO:0005622	GO:0009524	GO:0008017	GO:0016887	GO:0005871																																								
Dioal.01G005400.1	GO:0010287	GO:0009535	GO:0009534	GO:0009941	GO:0009579	GO:0009507	GO:0042742	GO:0005634	GO:0031977	GO:0009658	GO:0010193	GO:0005886	GO:0005829																																							
Dioal.01G005600.1	GO:0016020	GO:0003674	GO:0009507																																																	
Dioal.01G005700.1	GO:0016020	GO:0003674	GO:0009507																																																	
Dioal.01G005900.1	GO:0016020	GO:0005737																																																		
Dioal.01G006100.1	GO:0005737	GO:0000910	GO:0010629	GO:0005634	GO:0003674	GO:0048522																																														
Dioal.01G006200.1	GO:0010223	GO:0004252	GO:0000325	GO:0005576	GO:0005829	GO:0010150	GO:0099503	GO:0048046																																												
Dioal.01G006300.1	GO:0006606	GO:0031267	GO:0006886	GO:0005635	GO:0005634	GO:0005829	GO:0015031																																													
Dioal.01G006400.1	GO:0009897	GO:0010103	GO:0005576	GO:0004252	GO:0042127																																															
Dioal.01G006500.1	GO:0010223	GO:0004252	GO:0000325	GO:0005576	GO:0005829	GO:0010150	GO:0099503	GO:0048046																																												
Dioal.01G006600.1	GO:0009507	GO:0009691	GO:0016799	GO:0005634	GO:0005829																																															
Dioal.01G006700.1	GO:0006606	GO:0031267	GO:0006886	GO:0005635	GO:0005634	GO:0005829	GO:0015031																																													
Dioal.01G006800.1	GO:0009897	GO:0010103	GO:0005576	GO:0004252	GO:0042127																																															
Dioal.01G006900.1	GO:0010223	GO:0004252	GO:0000325	GO:0005576	GO:0005829	GO:0010150	GO:0099503	GO:0048046																																												
Dioal.01G007000.1	GO:0010223	GO:0004252	GO:0000325	GO:0005576	GO:0005829	GO:0010150	GO:0099503	GO:0048046																																												
Dioal.01G007100.1	GO:0009897	GO:0010103	GO:0005576	GO:0004252	GO:0042127																																															
Dioal.01G007200.1	GO:0010223	GO:0004252	GO:0000325	GO:0005576	GO:0005829	GO:0010150	GO:0099503	GO:0048046																																												
Dioal.01G007300.1	GO:0003676	GO:0004523	GO:0008150	GO:0005739																																																
Dioal.01G007400.1	GO:0009897	GO:0010103	GO:0005576	GO:0004252	GO:0042127																																															
Dioal.01G007500.1	GO:0009897	GO:0010103	GO:0005576	GO:0004252	GO:0042127																																															
Dioal.01G007600.1	GO:0009897	GO:0010103	GO:0005576	GO:0004252	GO:0042127																																															
Dioal.01G007700.1	GO:0009897	GO:0010103	GO:0005576	GO:0004252	GO:0042127																																															
Dioal.01G007800.1	GO:0010150	GO:0016682	GO:0005737																																																	
Dioal.01G007900.1	GO:0009897	GO:0010103	GO:0005576	GO:0004252	GO:0042127																																															
Dioal.01G008000.1	GO:0009897	GO:0010103	GO:0005576	GO:0004252	GO:0042127																																															
Dioal.01G008100.1	GO:0046658	GO:0031225	GO:0009055																																																	
Dioal.01G008200.1	GO:0016036	GO:0005886	GO:0006817	GO:0005794	GO:0006799	GO:0015114	GO:0000822	GO:0005802	GO:0005739	GO:0005622	GO:0005737	GO:0048016																																								
Dioal.01G008300.1	GO:0046921	GO:0006487	GO:0005739	GO:0036071																																																
Dioal.01G008400.1	GO:0000325	GO:0005783	GO:0000137	GO:0005794	GO:0008150	GO:0003674																																														
Dioal.01G008500.1	GO:0003674	GO:0008150																																																		
Dioal.01G008700.1	GO:0009793	GO:0009507	GO:0003674																																																	
Dioal.01G008800.1	GO:0009611	GO:0044248	GO:0005634	GO:0009755	GO:0009737	GO:0006970	GO:0003674	GO:1901701	GO:0010243	GO:0009414	GO:0006952	GO:0005886	GO:0007568																																							
Dioal.01G008900.1	GO:0005739	GO:0003723	GO:0009451	GO:0043231																																																
Dioal.01G009000.1	GO:0009535	GO:0031969	GO:0010287	GO:0003674	GO:0009507	GO:0005829	GO:0010027	GO:0009579																																												
Dioal.01G009100.1	GO:0005739	GO:0003674	GO:0009793	GO:0009561																																																
Dioal.01G009200.1	GO:0008150	GO:0003674	GO:0005739																																																	
Dioal.01G009300.1	GO:0006974	GO:0009909	GO:0071217	GO:0009944	GO:1902066	GO:2000024	GO:0010044	GO:0009793	GO:0048359	GO:0005515	GO:0009620	GO:0005634	GO:0006979	GO:0009733	GO:0045893	GO:0048358	GO:0045892	GO:0009617	GO:0047484	GO:0001666	GO:0009414	GO:0006355	GO:0010272	GO:0080001	GO:0045995	GO:1901001	GO:0046898	GO:0009908	GO:0009827	GO:0010192	GO:1902183	GO:0003714	GO:0010393	GO:1902074	GO:0009624	GO:0009611	GO:0003713	GO:0010073														
Dioal.01G009400.1	GO:0070646	GO:0005737	GO:0008233	GO:0005515	GO:0005634																																															
Dioal.01G009600.1	GO:0045736	GO:0005515	GO:0004861	GO:0005634	GO:0045786	GO:0005737	GO:0030332																																													
Dioal.01G009700.1	GO:0005737	GO:0010053	GO:0007266	GO:0009932	GO:0005515	GO:0005094	GO:0016020	GO:0005829																																												
Dioal.01G009800.1	GO:0009507	GO:0003735	GO:0005762	GO:0009941	GO:0046394	GO:0009570	GO:0044255	GO:0005783	GO:0003729	GO:0006412	GO:0033365																																									
Dioal.01G010000.1	GO:0008168	GO:0044255	GO:0005737	GO:0016491	GO:0008610	GO:0009416																																														
Dioal.01G010100.1	GO:0008168	GO:0044255	GO:0005737	GO:0016491	GO:0008610	GO:0009416																																														
Dioal.01G010200.1	GO:0005515	GO:0005634	GO:0005845	GO:0006413	GO:0005737	GO:0050687	GO:0003743	GO:0009536	GO:0009615	GO:0016281	GO:0000340																																									
Dioal.01G010300.1	GO:0005739	GO:0005750	GO:0009536	GO:0005515	GO:0009055	GO:0043436	GO:0020037	GO:0006122	GO:0005773	GO:0051641																																										
Dioal.01G010500.1	GO:0008610	GO:0044085	GO:0003674	GO:0036297	GO:1901617	GO:0005634	GO:0043240	GO:0006974	GO:0005739																																											
Dioal.01G010600.1	GO:0003729	GO:0070180	GO:0022625	GO:0009507	GO:0005576	GO:0003735																																														
Dioal.01G010700.1	GO:0018024	GO:0005634	GO:0034968	GO:0005730	GO:0009506	GO:0008270																																														
Dioal.01G010900.1	GO:0005737	GO:0006069	GO:0046292	GO:0048316	GO:0005829	GO:0005777	GO:0010286	GO:0008270	GO:0046294	GO:0051903	GO:0004024	GO:0106322	GO:0106321	GO:0009536	GO:0008219	GO:0080007																																				
Dioal.01G011000.1	GO:0006396	GO:0003723	GO:0000176	GO:0005737	GO:0009536	GO:0005634	GO:0044085																																													
Dioal.01G011100.1	GO:0006629	GO:0003674	GO:1901615	GO:0005737	GO:0048507																																															
Dioal.01G011200.1	GO:0005576	GO:0006468	GO:0016310	GO:0042742	GO:0004674	GO:0016301	GO:0030247	GO:0014070																																												
Dioal.01G011300.1	GO:0046777	GO:1905393	GO:0004674	GO:0048367	GO:0010068	GO:0016301	GO:0090558	GO:0005576																																												
Dioal.01G011500.1	GO:0009507	GO:0009570	GO:0032543	GO:0070681	GO:0030956	GO:0005739	GO:0050567																																													
Dioal.01G011600.1	GO:0009507	GO:0005783	GO:0016791	GO:0005829	GO:0009416																																															
Dioal.01G011700.1	GO:0009228	GO:0042131	GO:0050334	GO:0005829	GO:0009507	GO:0005739																																														
Dioal.01G011800.1	GO:0009751	GO:0009507	GO:0042538	GO:0010226	GO:0016788	GO:0005515																																														
Dioal.01G011900.1	GO:0043622	GO:0005881	GO:0005737	GO:0005876	GO:0009826	GO:0008017	GO:0000226	GO:0000278	GO:0051781	GO:0050821	GO:0005739	GO:0051010	GO:0007026	GO:0009506	GO:0005938	GO:0009524																																				
Dioal.01G012000.1	GO:0044248	GO:0009535	GO:0009534	GO:0009538	GO:0009941	GO:0009507	GO:0009416	GO:0005739	GO:0009579	GO:0031324	GO:0009057																																									
Dioal.01G012300.1	GO:0071421	GO:0070588	GO:0046873	GO:0009941	GO:0005794	GO:0019722	GO:0009706	GO:0005384	GO:0032472	GO:0032468	GO:0009507	GO:0015085																																								
Dioal.01G012400.1	GO:0003700	GO:0045893	GO:0005634	GO:0000976	GO:0005515	GO:0006950																																														
Dioal.01G012500.1	GO:0005515	GO:0009791	GO:0046983	GO:0005634	GO:0005829	GO:0003677																																														
Dioal.01G012600.1	GO:0045944	GO:0005634	GO:0040029	GO:0005515	GO:0090691	GO:1900036	GO:1903798	GO:0003678	GO:0003677	GO:0010199	GO:0010050	GO:0003682	GO:0008094																																							
Dioal.01G012700.1	GO:0042752	GO:0000118	GO:0005634	GO:0006355	GO:0005515	GO:0003712																																														
Dioal.01G012800.1	GO:0005634	GO:0048026	GO:0005681	GO:0043484	GO:0009507	GO:0009644	GO:0008380	GO:0003723	GO:0005515																																											
Dioal.01G013000.1	GO:0010105	GO:0005515	GO:0038199	GO:0051740	GO:0004673	GO:0000155	GO:0004674	GO:0005783																																												
Dioal.01G013100.1	GO:0005886	GO:0005794	GO:0009860	GO:0005829	GO:0030173	GO:0005484																																														
Dioal.01G013200.1	GO:0009892	GO:0009507	GO:0003674																																																	
Dioal.01G013300.1	GO:0005634	GO:1990110	GO:0045893	GO:0000976	GO:0009755	GO:1990841	GO:0010311																																													
Dioal.01G013400.1	GO:0010311	GO:0005634	GO:0045893	GO:0009755	GO:1990110																																															
Dioal.01G013500.1	GO:0033365	GO:0048316	GO:0005886	GO:0006629																																																
Dioal.01G013600.1	GO:1901565	GO:0003674	GO:0044248	GO:0019941	GO:0034976	GO:0010035	GO:0005794	GO:0005783																																												
Dioal.01G013700.1	GO:0005634	GO:0004843	GO:0006511	GO:0005737	GO:0005515	GO:0010016	GO:0031011	GO:0048366	GO:0048367	GO:0016579																																										
Dioal.01G013800.1	GO:0003729	GO:0008380	GO:0005515	GO:0005737	GO:0005886	GO:0005634	GO:0003727	GO:0046719	GO:0010468	GO:0005829																																										
Dioal.01G013900.1	GO:0010447	GO:0005634	GO:0006355	GO:0010044	GO:0005515	GO:0003700																																														
Dioal.01G014000.1	GO:0005634	GO:0071669																																																		
Dioal.01G014100.1	GO:0045893	GO:0005634	GO:0005737	GO:0003700	GO:0000976	GO:0009819	GO:2000377	GO:0010150	GO:0005886																																											
Dioal.01G014300.1	GO:0006520	GO:0016308	GO:0016020	GO:0005634	GO:0046854	GO:0005886	GO:0005829	GO:0005515	GO:0005975																																											
Dioal.01G014400.1	GO:0009570	GO:0009507	GO:0009941	GO:0006099	GO:0006108	GO:0006107	GO:0051775	GO:0009579	GO:0030060	GO:0046554	GO:0006734	GO:0008746	GO:0005737	GO:0048046	GO:0005739	GO:0009536																																				
Dioal.01G014500.1	GO:0019430	GO:0034599	GO:0071493	GO:0009651	GO:0009579	GO:0071329	GO:0009570	GO:0071472	GO:0009416	GO:0006979	GO:0010039	GO:0009507	GO:0046688	GO:0035195	GO:0071484	GO:0071457	GO:0004784	GO:0048046	GO:0005507																																	
Dioal.01G014600.1	GO:0003924	GO:0017157	GO:0005886	GO:0006904	GO:0005525	GO:0009506	GO:0009306	GO:0009536																																												
Dioal.01G014700.1	GO:0006355	GO:0000976	GO:0003700	GO:0005634																																																
Dioal.01G014800.1	GO:0006355	GO:0000976	GO:0003700	GO:0005634																																																
Dioal.01G014900.1	GO:0005634	GO:0045732	GO:0003674	GO:0016567																																																
Dioal.01G015000.1	GO:0005515	GO:0009507	GO:0044248	GO:0010035	GO:0006952	GO:0043436	GO:0016597	GO:0019748																																												
Dioal.01G015400.1	GO:0010411	GO:0016998	GO:0030247	GO:0004553	GO:0016762	GO:0009507	GO:0042546	GO:0005975	GO:0005576																																											
Dioal.01G015700.1	GO:0010411	GO:0016998	GO:0030247	GO:0004553	GO:0016762	GO:0009507	GO:0042546	GO:0005975	GO:0005576																																											
Dioal.01G015900.1	GO:0043436	GO:0045491	GO:0009834	GO:0005773	GO:0098542	GO:0005576	GO:0048869	GO:0004185	GO:0010035																																											
Dioal.01G016000.1	GO:0090708	GO:1905392	GO:0005634	GO:0031234	GO:0005515	GO:0051302	GO:0042803	GO:2000067																																												
Dioal.01G016100.1	GO:0051213	GO:0009685	GO:0009686	GO:0009737	GO:0005737	GO:0016706	GO:0005634																																													
Dioal.01G016200.1	GO:0051213	GO:0009685	GO:0009686	GO:0009737	GO:0005737	GO:0016706	GO:0005634																																													
Dioal.01G016400.1	GO:0071669	GO:0005739	GO:0042546	GO:0003674																																																
Dioal.01G016600.1	GO:0005983	GO:0009507	GO:2001070	GO:0005982	GO:0005737	GO:0019203	GO:0008138	GO:0007623	GO:0046838	GO:0006470	GO:0009570	GO:2001066	GO:0030247	GO:0005515																																						
Dioal.01G016800.1	GO:0055085	GO:0009705	GO:0019748	GO:0048367	GO:0044248	GO:0022857	GO:0015144	GO:1901565	GO:0009416	GO:0019752	GO:0005886																																									
Dioal.01G016900.1	GO:0016567	GO:0009507	GO:0003674																																																	
Dioal.01G017000.1	GO:0008168	GO:0019438	GO:0008938	GO:0008757	GO:0032259	GO:0008171	GO:0005829	GO:1901847	GO:0046983																																											
Dioal.01G017100.1	GO:0009507	GO:0005829	GO:0048507																																																	
Dioal.01G017200.1	GO:0009535	GO:0003674	GO:0009507																																																	
Dioal.01G017500.1	GO:0010143	GO:0016791	GO:0090447	GO:0009507	GO:0102419	GO:0016020																																														
Dioal.01G017600.1	GO:0031146	GO:0097602	GO:0019005	GO:0005634	GO:0005737	GO:0016567																																														
Dioal.01G017700.1	GO:0005765	GO:0004190	GO:0030660	GO:0071458	GO:0071556	GO:0005794	GO:0042500	GO:0071554	GO:0005768	GO:0033619																																										
Dioal.01G017900.1	GO:0005765	GO:0004190	GO:0030660	GO:0071458	GO:0071556	GO:0005794	GO:0042500	GO:0071554	GO:0005768	GO:0033619																																										
Dioal.01G018100.1	GO:0050832	GO:0005506	GO:1901605	GO:0016705	GO:1901701	GO:0004497	GO:0014070	GO:0042742	GO:0071310	GO:0020037	GO:0007165																																									
Dioal.01G018200.1	GO:0008150	GO:0005634	GO:0003674																																																	
Dioal.01G018600.1	GO:0006177	GO:0005829	GO:0003921	GO:0003922	GO:0016462	GO:0005737																																														
Dioal.01G018700.1	GO:0003700	GO:0005634	GO:0048831	GO:0005576	GO:0102229	GO:0005515																																														
Dioal.01G018800.1	GO:0016042	GO:0005516	GO:0005886																																																	
Dioal.01G018900.1	GO:0008150	GO:0003674	GO:0031011	GO:0005634																																																
Dioal.01G019000.1	GO:0005777	GO:0006637	GO:0051289	GO:0047617	GO:0009062	GO:0052816	GO:0052815	GO:0005829																																												
Dioal.01G019100.1	GO:0005777	GO:0006637	GO:0051289	GO:0047617	GO:0009062	GO:0052816	GO:0052815	GO:0005829																																												
Dioal.01G019300.1	GO:0016567	GO:0009409	GO:0005575	GO:0003674																																																
Dioal.01G019400.1	GO:0005886	GO:0071556	GO:0005802	GO:0006465	GO:0030660	GO:0005768	GO:0033619	GO:0005794	GO:0071458	GO:0042500																																										
Dioal.01G019500.1	GO:0005829	GO:0009691	GO:0005634	GO:0009507	GO:0016799																																															
Dioal.01G019600.1	GO:0009451	GO:0043231	GO:0003723	GO:0005739	GO:0008270																																															
Dioal.01G019700.1	GO:0005737	GO:0003674	GO:0008150																																																	
Dioal.01G019800.1	GO:0005515	GO:0009826	GO:0051128	GO:0048589	GO:0009793	GO:0006468	GO:0048316	GO:0048507	GO:0048827	GO:0010016	GO:0004672	GO:0004674	GO:0044085	GO:0030154	GO:0071669	GO:0005524	GO:0042546	GO:0006464																																		
Dioal.01G019900.1	GO:0005737	GO:0003674	GO:0008150																																																	
Dioal.01G020000.1	GO:0005515	GO:0009826	GO:0051128	GO:0048589	GO:0009793	GO:0006468	GO:0048316	GO:0048507	GO:0048827	GO:0010016	GO:0004672	GO:0004674	GO:0044085	GO:0030154	GO:0071669	GO:0005524	GO:0042546	GO:0006464																																		
Dioal.01G020200.1	GO:0016032	GO:0033962	GO:0003729	GO:0019048	GO:0005829	GO:0003724	GO:0034063	GO:0010494	GO:0005515	GO:0000932	GO:0005737																																									
Dioal.01G020400.1	GO:0008150	GO:0003674	GO:0005829	GO:0005886																																																
Dioal.01G020500.1	GO:0008150	GO:0046983	GO:0009506	GO:0005634																																																
Dioal.01G020600.1	GO:0006355	GO:0016602	GO:0005515	GO:0001228	GO:0003700	GO:0005634	GO:0000976	GO:0005737	GO:0045893	GO:0046982																																										
Dioal.01G020700.1	GO:0046983	GO:0005575	GO:0008150																																																	
Dioal.01G020900.1	GO:0006468	GO:0004674	GO:0098542	GO:0016310	GO:0016301	GO:0005886																																														
Dioal.01G021100.1	GO:0016592	GO:0000325	GO:0051082	GO:0009408	GO:0030968	GO:0005634	GO:0034620	GO:0005788	GO:0009505	GO:0044183	GO:0005783	GO:0016887	GO:0099503	GO:0031072	GO:0009507	GO:0005730	GO:0010197	GO:0005524	GO:0009536	GO:0034976	GO:0051085	GO:0030433	GO:0042026	GO:0034663	GO:0009506	GO:0016020	GO:0006457	GO:0051787	GO:0005737																							
Dioal.01G021200.1	GO:0000062	GO:0048316	GO:1900140	GO:0070300	GO:0005515	GO:0009409	GO:0032791	GO:0055092	GO:0005886	GO:0010288	GO:0010029	GO:0006629	GO:0009737	GO:0010162	GO:0005783	GO:0009536	GO:0005737	GO:0009505	GO:0006869	GO:0008289	GO:0055089																															
Dioal.01G021300.1	GO:0000981	GO:0045893	GO:0005634	GO:0043565	GO:0009733	GO:0000976	GO:0003700																																													
Dioal.01G021400.1	GO:0005634	GO:0003674	GO:0008150																																																	
Dioal.01G021500.1	GO:0045893	GO:1901181	GO:0032465	GO:0045892	GO:0005634	GO:0003700	GO:0000978	GO:0006355	GO:0003677	GO:0008285	GO:0070176	GO:0001228	GO:0043565	GO:0000981																																						
Dioal.01G021600.1	GO:0009888	GO:0005737	GO:0010015	GO:0048589																																																
Dioal.01G021800.1	GO:0012505	GO:0006568	GO:0050832	GO:0032787	GO:0098542	GO:0031347	GO:0009535	GO:0046394	GO:0006979	GO:0042742	GO:0006955	GO:0005783	GO:0009753	GO:1901605	GO:0010035	GO:0016020	GO:0009507	GO:0005829	GO:0019748																																	
Dioal.01G021900.1	GO:0046983	GO:0005575	GO:0008150																																																	
Dioal.01G022000.1	GO:0006468	GO:0005829	GO:0005634	GO:0004674	GO:1902456																																															
Dioal.01G022100.1	GO:0005575	GO:0008150	GO:0003674																																																	
Dioal.01G022200.1	GO:0004298	GO:0010228	GO:0051604	GO:0005737																																																
Dioal.01G022300.1	GO:0003729	GO:0005576	GO:0009507	GO:0005840	GO:1901259	GO:0019843	GO:0034337																																													
Dioal.01G022400.1	GO:0015578	GO:0008645	GO:0055055	GO:0005354	GO:0015144	GO:0071333	GO:0009679	GO:0005886																																												
Dioal.01G022500.1	GO:1901701	GO:0098542	GO:0009416	GO:0005886	GO:0006468	GO:0032870	GO:0009620	GO:0048367	GO:0097305	GO:0010200	GO:0014070	GO:0004674	GO:0040007																																							
Dioal.01G022600.1	GO:0010183	GO:0009755	GO:0005886	GO:0004674	GO:0005515	GO:0006468	GO:0009506	GO:0090406	GO:0016301																																											
Dioal.01G022700.1	GO:0005886	GO:0005887	GO:0015770	GO:0015145	GO:0015749	GO:0015144	GO:0008506																																													
Dioal.01G022900.1	GO:0005515	GO:0006298	GO:0005634	GO:0030983	GO:0003690	GO:0003684	GO:0006312																																													
Dioal.01G023000.1	GO:0005886	GO:0005887	GO:0015770	GO:0015145	GO:0015749	GO:0015144	GO:0008506																																													
Dioal.01G023100.1	GO:0005886	GO:0005887	GO:0015770	GO:0015145	GO:0015749	GO:0015144	GO:0008506																																													
Dioal.01G023300.1	GO:0005634	GO:0000976	GO:0003700																																																	
Dioal.01G023500.1	GO:0005634	GO:0008150	GO:0016787	GO:0005829																																																
Dioal.01G023600.1	GO:0009941	GO:0009507	GO:2001295	GO:0009570	GO:0003989	GO:0009536	GO:0009317	GO:0005783																																												
Dioal.01G023700.1	GO:0016491	GO:0009640	GO:0046520	GO:0005789	GO:0005783	GO:0008610	GO:0005794	GO:0000170	GO:0016020	GO:0005506																																										
Dioal.01G023800.1	GO:0031956	GO:0010214	GO:0010030	GO:0009570	GO:0009506	GO:0050832	GO:0033611	GO:0006631	GO:0005739	GO:0048046	GO:0050203	GO:0005829	GO:0009507	GO:0005737																																						
Dioal.01G023900.1	GO:0004713	GO:0048768	GO:0009860	GO:0005737	GO:0005886	GO:0005634																																														
Dioal.01G024000.1	GO:0007568	GO:0005737	GO:0009267	GO:0051213																																																
Dioal.01G025100.1	GO:0009753	GO:0016020	GO:0009611	GO:0020037	GO:0009888	GO:0016709	GO:0006520	GO:0009507	GO:0005506																																											
